,zip,state,county,State Name,"County, State"
5119,80025,CO,Boulder County,Colorado,"Boulder County, Colorado"
5120,80026,CO,Boulder County,Colorado,"Boulder County, Colorado"
5121,80027,CO,Boulder County,Colorado,"Boulder County, Colorado"
5122,80028,CO,Boulder County,Colorado,"Boulder County, Colorado"
5123,80301,CO,Boulder County,Colorado,"Boulder County, Colorado"
5124,80302,CO,Boulder County,Colorado,"Boulder County, Colorado"
5125,80303,CO,Boulder County,Colorado,"Boulder County, Colorado"
5126,80304,CO,Boulder County,Colorado,"Boulder County, Colorado"
5127,80305,CO,Boulder County,Colorado,"Boulder County, Colorado"
5128,80306,CO,Boulder County,Colorado,"Boulder County, Colorado"
5129,80307,CO,Boulder County,Colorado,"Boulder County, Colorado"
5130,80308,CO,Boulder County,Colorado,"Boulder County, Colorado"
5131,80309,CO,Boulder County,Colorado,"Boulder County, Colorado"
5132,80310,CO,Boulder County,Colorado,"Boulder County, Colorado"
5133,80314,CO,Boulder County,Colorado,"Boulder County, Colorado"
5134,80321,CO,Boulder County,Colorado,"Boulder County, Colorado"
5135,80322,CO,Boulder County,Colorado,"Boulder County, Colorado"
5136,80323,CO,Boulder County,Colorado,"Boulder County, Colorado"
5137,80328,CO,Boulder County,Colorado,"Boulder County, Colorado"
5138,80329,CO,Boulder County,Colorado,"Boulder County, Colorado"
5139,80455,CO,Boulder County,Colorado,"Boulder County, Colorado"
5140,80466,CO,Boulder County,Colorado,"Boulder County, Colorado"
5141,80471,CO,Boulder County,Colorado,"Boulder County, Colorado"
5142,80481,CO,Boulder County,Colorado,"Boulder County, Colorado"
5143,80501,CO,Boulder County,Colorado,"Boulder County, Colorado"
5144,80502,CO,Boulder County,Colorado,"Boulder County, Colorado"
5145,80503,CO,Boulder County,Colorado,"Boulder County, Colorado"
5146,80504,CO,Boulder County,Colorado,"Boulder County, Colorado"
5147,80510,CO,Boulder County,Colorado,"Boulder County, Colorado"
5148,80533,CO,Boulder County,Colorado,"Boulder County, Colorado"
5149,80540,CO,Boulder County,Colorado,"Boulder County, Colorado"
5150,80544,CO,Boulder County,Colorado,"Boulder County, Colorado"
5151,80020,CO,Broomfield County,Colorado,"Broomfield County, Colorado"
5152,80023,CO,Broomfield County,Colorado,"Broomfield County, Colorado"
5153,80038,CO,Broomfield County,Colorado,"Broomfield County, Colorado"
5154,81201,CO,Chaffee County,Colorado,"Chaffee County, Colorado"
5155,81211,CO,Chaffee County,Colorado,"Chaffee County, Colorado"
5156,81227,CO,Chaffee County,Colorado,"Chaffee County, Colorado"
5157,81236,CO,Chaffee County,Colorado,"Chaffee County, Colorado"
5158,81242,CO,Chaffee County,Colorado,"Chaffee County, Colorado"
5159,80802,CO,Cheyenne County,Colorado,"Cheyenne County, Colorado"
5160,80810,CO,Cheyenne County,Colorado,"Cheyenne County, Colorado"
5161,80825,CO,Cheyenne County,Colorado,"Cheyenne County, Colorado"
5162,80862,CO,Cheyenne County,Colorado,"Cheyenne County, Colorado"
5163,80436,CO,Clear Creek County,Colorado,"Clear Creek County, Colorado"
5164,80438,CO,Clear Creek County,Colorado,"Clear Creek County, Colorado"
5165,80444,CO,Clear Creek County,Colorado,"Clear Creek County, Colorado"
5166,80452,CO,Clear Creek County,Colorado,"Clear Creek County, Colorado"
5167,80476,CO,Clear Creek County,Colorado,"Clear Creek County, Colorado"
5168,81120,CO,Conejos County,Colorado,"Conejos County, Colorado"
5169,81124,CO,Conejos County,Colorado,"Conejos County, Colorado"
5170,81129,CO,Conejos County,Colorado,"Conejos County, Colorado"
5171,81140,CO,Conejos County,Colorado,"Conejos County, Colorado"
5172,81141,CO,Conejos County,Colorado,"Conejos County, Colorado"
5173,81148,CO,Conejos County,Colorado,"Conejos County, Colorado"
5174,81151,CO,Conejos County,Colorado,"Conejos County, Colorado"
5175,81123,CO,Costilla County,Colorado,"Costilla County, Colorado"
5176,81126,CO,Costilla County,Colorado,"Costilla County, Colorado"
5177,81133,CO,Costilla County,Colorado,"Costilla County, Colorado"
5178,81134,CO,Costilla County,Colorado,"Costilla County, Colorado"
5179,81138,CO,Costilla County,Colorado,"Costilla County, Colorado"
5180,81152,CO,Costilla County,Colorado,"Costilla County, Colorado"
5181,81153,CO,Costilla County,Colorado,"Costilla County, Colorado"
5182,81033,CO,Crowley County,Colorado,"Crowley County, Colorado"
5183,81034,CO,Crowley County,Colorado,"Crowley County, Colorado"
5184,81062,CO,Crowley County,Colorado,"Crowley County, Colorado"
5185,81063,CO,Crowley County,Colorado,"Crowley County, Colorado"
5186,81076,CO,Crowley County,Colorado,"Crowley County, Colorado"
5187,81252,CO,Custer County,Colorado,"Custer County, Colorado"
5188,81253,CO,Custer County,Colorado,"Custer County, Colorado"
5189,81410,CO,Delta County,Colorado,"Delta County, Colorado"
5190,81413,CO,Delta County,Colorado,"Delta County, Colorado"
5191,81414,CO,Delta County,Colorado,"Delta County, Colorado"
5192,81415,CO,Delta County,Colorado,"Delta County, Colorado"
5193,81416,CO,Delta County,Colorado,"Delta County, Colorado"
5194,81418,CO,Delta County,Colorado,"Delta County, Colorado"
5195,81419,CO,Delta County,Colorado,"Delta County, Colorado"
5196,81420,CO,Delta County,Colorado,"Delta County, Colorado"
5197,81428,CO,Delta County,Colorado,"Delta County, Colorado"
5198,80201,CO,Denver County,Colorado,"Denver County, Colorado"
5199,80202,CO,Denver County,Colorado,"Denver County, Colorado"
5200,80203,CO,Denver County,Colorado,"Denver County, Colorado"
5201,80204,CO,Denver County,Colorado,"Denver County, Colorado"
5202,80205,CO,Denver County,Colorado,"Denver County, Colorado"
5203,80206,CO,Denver County,Colorado,"Denver County, Colorado"
5204,80207,CO,Denver County,Colorado,"Denver County, Colorado"
5205,80208,CO,Denver County,Colorado,"Denver County, Colorado"
5206,80209,CO,Denver County,Colorado,"Denver County, Colorado"
5207,80210,CO,Denver County,Colorado,"Denver County, Colorado"
5208,80211,CO,Denver County,Colorado,"Denver County, Colorado"
5209,80212,CO,Denver County,Colorado,"Denver County, Colorado"
5210,80216,CO,Denver County,Colorado,"Denver County, Colorado"
5211,80217,CO,Denver County,Colorado,"Denver County, Colorado"
5212,80218,CO,Denver County,Colorado,"Denver County, Colorado"
5213,80219,CO,Denver County,Colorado,"Denver County, Colorado"
5214,80220,CO,Denver County,Colorado,"Denver County, Colorado"
5215,80222,CO,Denver County,Colorado,"Denver County, Colorado"
5216,80223,CO,Denver County,Colorado,"Denver County, Colorado"
5217,80224,CO,Denver County,Colorado,"Denver County, Colorado"
5218,80225,CO,Denver County,Colorado,"Denver County, Colorado"
5219,80230,CO,Denver County,Colorado,"Denver County, Colorado"
5220,80231,CO,Denver County,Colorado,"Denver County, Colorado"
5221,80236,CO,Denver County,Colorado,"Denver County, Colorado"
5222,80237,CO,Denver County,Colorado,"Denver County, Colorado"
5223,80238,CO,Denver County,Colorado,"Denver County, Colorado"
5224,80239,CO,Denver County,Colorado,"Denver County, Colorado"
5225,80243,CO,Denver County,Colorado,"Denver County, Colorado"
5226,80244,CO,Denver County,Colorado,"Denver County, Colorado"
5227,80246,CO,Denver County,Colorado,"Denver County, Colorado"
5228,80248,CO,Denver County,Colorado,"Denver County, Colorado"
5229,80249,CO,Denver County,Colorado,"Denver County, Colorado"
5230,80250,CO,Denver County,Colorado,"Denver County, Colorado"
5231,80251,CO,Denver County,Colorado,"Denver County, Colorado"
5232,80252,CO,Denver County,Colorado,"Denver County, Colorado"
5233,80256,CO,Denver County,Colorado,"Denver County, Colorado"
5234,80257,CO,Denver County,Colorado,"Denver County, Colorado"
5235,80259,CO,Denver County,Colorado,"Denver County, Colorado"
5236,80261,CO,Denver County,Colorado,"Denver County, Colorado"
5237,80262,CO,Denver County,Colorado,"Denver County, Colorado"
5238,80263,CO,Denver County,Colorado,"Denver County, Colorado"
5239,80264,CO,Denver County,Colorado,"Denver County, Colorado"
5240,80265,CO,Denver County,Colorado,"Denver County, Colorado"
5241,80266,CO,Denver County,Colorado,"Denver County, Colorado"
5242,80271,CO,Denver County,Colorado,"Denver County, Colorado"
5243,80273,CO,Denver County,Colorado,"Denver County, Colorado"
5244,80274,CO,Denver County,Colorado,"Denver County, Colorado"
5245,80279,CO,Denver County,Colorado,"Denver County, Colorado"
5246,80280,CO,Denver County,Colorado,"Denver County, Colorado"
5247,80281,CO,Denver County,Colorado,"Denver County, Colorado"
5248,80290,CO,Denver County,Colorado,"Denver County, Colorado"
5249,80291,CO,Denver County,Colorado,"Denver County, Colorado"
5250,80293,CO,Denver County,Colorado,"Denver County, Colorado"
5251,80294,CO,Denver County,Colorado,"Denver County, Colorado"
5252,80295,CO,Denver County,Colorado,"Denver County, Colorado"
5253,80299,CO,Denver County,Colorado,"Denver County, Colorado"
5254,81320,CO,Dolores County,Colorado,"Dolores County, Colorado"
5255,81324,CO,Dolores County,Colorado,"Dolores County, Colorado"
5256,81332,CO,Dolores County,Colorado,"Dolores County, Colorado"
5257,80104,CO,Douglas County,Colorado,"Douglas County, Colorado"
5258,80108,CO,Douglas County,Colorado,"Douglas County, Colorado"
5259,80109,CO,Douglas County,Colorado,"Douglas County, Colorado"
5260,80116,CO,Douglas County,Colorado,"Douglas County, Colorado"
5261,80118,CO,Douglas County,Colorado,"Douglas County, Colorado"
5262,80124,CO,Douglas County,Colorado,"Douglas County, Colorado"
5263,80125,CO,Douglas County,Colorado,"Douglas County, Colorado"
5264,80126,CO,Douglas County,Colorado,"Douglas County, Colorado"
5265,80129,CO,Douglas County,Colorado,"Douglas County, Colorado"
5266,80130,CO,Douglas County,Colorado,"Douglas County, Colorado"
5267,80131,CO,Douglas County,Colorado,"Douglas County, Colorado"
5268,80134,CO,Douglas County,Colorado,"Douglas County, Colorado"
5269,80135,CO,Douglas County,Colorado,"Douglas County, Colorado"
5270,80138,CO,Douglas County,Colorado,"Douglas County, Colorado"
5271,80423,CO,Eagle County,Colorado,"Eagle County, Colorado"
5272,80426,CO,Eagle County,Colorado,"Eagle County, Colorado"
5273,81620,CO,Eagle County,Colorado,"Eagle County, Colorado"
5274,81621,CO,Eagle County,Colorado,"Eagle County, Colorado"
5275,81631,CO,Eagle County,Colorado,"Eagle County, Colorado"
5276,81632,CO,Eagle County,Colorado,"Eagle County, Colorado"
5277,81637,CO,Eagle County,Colorado,"Eagle County, Colorado"
5278,81645,CO,Eagle County,Colorado,"Eagle County, Colorado"
5279,81649,CO,Eagle County,Colorado,"Eagle County, Colorado"
5280,81655,CO,Eagle County,Colorado,"Eagle County, Colorado"
5281,81657,CO,Eagle County,Colorado,"Eagle County, Colorado"
5282,81658,CO,Eagle County,Colorado,"Eagle County, Colorado"
5283,80106,CO,El Paso County,Colorado,"El Paso County, Colorado"
5284,80132,CO,El Paso County,Colorado,"El Paso County, Colorado"
5285,80133,CO,El Paso County,Colorado,"El Paso County, Colorado"
5286,80808,CO,El Paso County,Colorado,"El Paso County, Colorado"
5287,80809,CO,El Paso County,Colorado,"El Paso County, Colorado"
5288,80817,CO,El Paso County,Colorado,"El Paso County, Colorado"
5289,80819,CO,El Paso County,Colorado,"El Paso County, Colorado"
5290,80829,CO,El Paso County,Colorado,"El Paso County, Colorado"
5291,80831,CO,El Paso County,Colorado,"El Paso County, Colorado"
5292,80832,CO,El Paso County,Colorado,"El Paso County, Colorado"
5293,80833,CO,El Paso County,Colorado,"El Paso County, Colorado"
5294,80840,CO,El Paso County,Colorado,"El Paso County, Colorado"
5295,80841,CO,El Paso County,Colorado,"El Paso County, Colorado"
5296,80864,CO,El Paso County,Colorado,"El Paso County, Colorado"
5297,80901,CO,El Paso County,Colorado,"El Paso County, Colorado"
5298,80902,CO,El Paso County,Colorado,"El Paso County, Colorado"
5299,80903,CO,El Paso County,Colorado,"El Paso County, Colorado"
5300,80904,CO,El Paso County,Colorado,"El Paso County, Colorado"
5301,80905,CO,El Paso County,Colorado,"El Paso County, Colorado"
5302,80906,CO,El Paso County,Colorado,"El Paso County, Colorado"
5303,80907,CO,El Paso County,Colorado,"El Paso County, Colorado"
5304,80908,CO,El Paso County,Colorado,"El Paso County, Colorado"
5305,80909,CO,El Paso County,Colorado,"El Paso County, Colorado"
5306,80910,CO,El Paso County,Colorado,"El Paso County, Colorado"
5307,80911,CO,El Paso County,Colorado,"El Paso County, Colorado"
5308,80912,CO,El Paso County,Colorado,"El Paso County, Colorado"
5309,80913,CO,El Paso County,Colorado,"El Paso County, Colorado"
5310,80914,CO,El Paso County,Colorado,"El Paso County, Colorado"
5311,80915,CO,El Paso County,Colorado,"El Paso County, Colorado"
5312,80916,CO,El Paso County,Colorado,"El Paso County, Colorado"
5313,80917,CO,El Paso County,Colorado,"El Paso County, Colorado"
5314,80918,CO,El Paso County,Colorado,"El Paso County, Colorado"
5315,80919,CO,El Paso County,Colorado,"El Paso County, Colorado"
5316,80920,CO,El Paso County,Colorado,"El Paso County, Colorado"
5317,80921,CO,El Paso County,Colorado,"El Paso County, Colorado"
5318,80922,CO,El Paso County,Colorado,"El Paso County, Colorado"
5319,80923,CO,El Paso County,Colorado,"El Paso County, Colorado"
5320,80924,CO,El Paso County,Colorado,"El Paso County, Colorado"
5321,80925,CO,El Paso County,Colorado,"El Paso County, Colorado"
5322,80926,CO,El Paso County,Colorado,"El Paso County, Colorado"
5323,80927,CO,El Paso County,Colorado,"El Paso County, Colorado"
5324,80928,CO,El Paso County,Colorado,"El Paso County, Colorado"
5325,80929,CO,El Paso County,Colorado,"El Paso County, Colorado"
5326,80930,CO,El Paso County,Colorado,"El Paso County, Colorado"
5327,80931,CO,El Paso County,Colorado,"El Paso County, Colorado"
5328,80932,CO,El Paso County,Colorado,"El Paso County, Colorado"
5329,80933,CO,El Paso County,Colorado,"El Paso County, Colorado"
5330,80934,CO,El Paso County,Colorado,"El Paso County, Colorado"
5331,80935,CO,El Paso County,Colorado,"El Paso County, Colorado"
5332,80936,CO,El Paso County,Colorado,"El Paso County, Colorado"
5333,80937,CO,El Paso County,Colorado,"El Paso County, Colorado"
5334,80938,CO,El Paso County,Colorado,"El Paso County, Colorado"
5335,80939,CO,El Paso County,Colorado,"El Paso County, Colorado"
5336,80940,CO,El Paso County,Colorado,"El Paso County, Colorado"
5337,80941,CO,El Paso County,Colorado,"El Paso County, Colorado"
5338,80942,CO,El Paso County,Colorado,"El Paso County, Colorado"
5339,80943,CO,El Paso County,Colorado,"El Paso County, Colorado"
5340,80944,CO,El Paso County,Colorado,"El Paso County, Colorado"
5341,80945,CO,El Paso County,Colorado,"El Paso County, Colorado"
5342,80946,CO,El Paso County,Colorado,"El Paso County, Colorado"
5343,80947,CO,El Paso County,Colorado,"El Paso County, Colorado"
5344,80949,CO,El Paso County,Colorado,"El Paso County, Colorado"
5345,80950,CO,El Paso County,Colorado,"El Paso County, Colorado"
5346,80951,CO,El Paso County,Colorado,"El Paso County, Colorado"
5347,80960,CO,El Paso County,Colorado,"El Paso County, Colorado"
5348,80962,CO,El Paso County,Colorado,"El Paso County, Colorado"
5349,80970,CO,El Paso County,Colorado,"El Paso County, Colorado"
5350,80977,CO,El Paso County,Colorado,"El Paso County, Colorado"
5351,80995,CO,El Paso County,Colorado,"El Paso County, Colorado"
5352,80997,CO,El Paso County,Colorado,"El Paso County, Colorado"
5353,80101,CO,Elbert County,Colorado,"Elbert County, Colorado"
5354,80107,CO,Elbert County,Colorado,"Elbert County, Colorado"
5355,80117,CO,Elbert County,Colorado,"Elbert County, Colorado"
5356,80830,CO,Elbert County,Colorado,"Elbert County, Colorado"
5357,80835,CO,Elbert County,Colorado,"Elbert County, Colorado"
5358,81212,CO,Fremont County,Colorado,"Fremont County, Colorado"
5359,81215,CO,Fremont County,Colorado,"Fremont County, Colorado"
5360,81221,CO,Fremont County,Colorado,"Fremont County, Colorado"
5361,81222,CO,Fremont County,Colorado,"Fremont County, Colorado"
5362,81223,CO,Fremont County,Colorado,"Fremont County, Colorado"
5363,81226,CO,Fremont County,Colorado,"Fremont County, Colorado"
5364,81232,CO,Fremont County,Colorado,"Fremont County, Colorado"
5365,81233,CO,Fremont County,Colorado,"Fremont County, Colorado"
5366,81240,CO,Fremont County,Colorado,"Fremont County, Colorado"
5367,81244,CO,Fremont County,Colorado,"Fremont County, Colorado"
5368,81290,CO,Fremont County,Colorado,"Fremont County, Colorado"
5369,81601,CO,Garfield County,Colorado,"Garfield County, Colorado"
5370,81602,CO,Garfield County,Colorado,"Garfield County, Colorado"
5371,81623,CO,Garfield County,Colorado,"Garfield County, Colorado"
5372,81635,CO,Garfield County,Colorado,"Garfield County, Colorado"
5373,81636,CO,Garfield County,Colorado,"Garfield County, Colorado"
5374,81647,CO,Garfield County,Colorado,"Garfield County, Colorado"
5375,81650,CO,Garfield County,Colorado,"Garfield County, Colorado"
5376,81652,CO,Garfield County,Colorado,"Garfield County, Colorado"
5377,80422,CO,Gilpin County,Colorado,"Gilpin County, Colorado"
5378,80427,CO,Gilpin County,Colorado,"Gilpin County, Colorado"
5379,80474,CO,Gilpin County,Colorado,"Gilpin County, Colorado"
5380,80442,CO,Grand County,Colorado,"Grand County, Colorado"
5381,80446,CO,Grand County,Colorado,"Grand County, Colorado"
5382,80447,CO,Grand County,Colorado,"Grand County, Colorado"
5383,80451,CO,Grand County,Colorado,"Grand County, Colorado"
5384,80459,CO,Grand County,Colorado,"Grand County, Colorado"
5385,80468,CO,Grand County,Colorado,"Grand County, Colorado"
5386,80478,CO,Grand County,Colorado,"Grand County, Colorado"
5387,80482,CO,Grand County,Colorado,"Grand County, Colorado"
5388,81210,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5389,81220,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5390,81224,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5391,81225,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5392,81230,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5393,81231,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5394,81237,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5395,81239,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5396,81241,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5397,81243,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5398,81247,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5399,81434,CO,Gunnison County,Colorado,"Gunnison County, Colorado"
5400,81235,CO,Hinsdale County,Colorado,"Hinsdale County, Colorado"
5401,81040,CO,Huerfano County,Colorado,"Huerfano County, Colorado"
5402,81055,CO,Huerfano County,Colorado,"Huerfano County, Colorado"
5403,81089,CO,Huerfano County,Colorado,"Huerfano County, Colorado"
5404,80430,CO,Jackson County,Colorado,"Jackson County, Colorado"
5405,80434,CO,Jackson County,Colorado,"Jackson County, Colorado"
5406,80473,CO,Jackson County,Colorado,"Jackson County, Colorado"
5407,80480,CO,Jackson County,Colorado,"Jackson County, Colorado"
5408,80001,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5409,80002,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5410,80003,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5411,80004,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5412,80005,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5413,80006,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5414,80007,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5415,80021,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5416,80033,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5417,80034,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5418,80035,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5419,80036,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5420,80123,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5421,80127,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5422,80128,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5423,80214,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5424,80215,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5425,80226,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5426,80227,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5427,80228,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5428,80232,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5429,80235,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5430,80401,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5431,80402,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5432,80403,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5433,80419,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5434,80425,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5435,80433,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5436,80437,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5437,80439,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5438,80453,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5439,80454,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5440,80457,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5441,80465,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5442,80470,CO,Jefferson County,Colorado,"Jefferson County, Colorado"
5443,81021,CO,Kiowa County,Colorado,"Kiowa County, Colorado"
5444,81036,CO,Kiowa County,Colorado,"Kiowa County, Colorado"
5445,81045,CO,Kiowa County,Colorado,"Kiowa County, Colorado"
5446,81071,CO,Kiowa County,Colorado,"Kiowa County, Colorado"
5447,80805,CO,Kit Carson County,Colorado,"Kit Carson County, Colorado"
5448,80807,CO,Kit Carson County,Colorado,"Kit Carson County, Colorado"
5449,80815,CO,Kit Carson County,Colorado,"Kit Carson County, Colorado"
5450,80834,CO,Kit Carson County,Colorado,"Kit Carson County, Colorado"
5451,80836,CO,Kit Carson County,Colorado,"Kit Carson County, Colorado"
5452,80861,CO,Kit Carson County,Colorado,"Kit Carson County, Colorado"
5453,81122,CO,La Plata County,Colorado,"La Plata County, Colorado"
5454,81301,CO,La Plata County,Colorado,"La Plata County, Colorado"
5455,81302,CO,La Plata County,Colorado,"La Plata County, Colorado"
5456,81303,CO,La Plata County,Colorado,"La Plata County, Colorado"
5457,81326,CO,La Plata County,Colorado,"La Plata County, Colorado"
5458,81329,CO,La Plata County,Colorado,"La Plata County, Colorado"
5459,80429,CO,Lake County,Colorado,"Lake County, Colorado"
5460,80461,CO,Lake County,Colorado,"Lake County, Colorado"
5461,81228,CO,Lake County,Colorado,"Lake County, Colorado"
5462,81251,CO,Lake County,Colorado,"Lake County, Colorado"
5463,80511,CO,Larimer County,Colorado,"Larimer County, Colorado"
5464,80512,CO,Larimer County,Colorado,"Larimer County, Colorado"
5465,80513,CO,Larimer County,Colorado,"Larimer County, Colorado"
5466,80515,CO,Larimer County,Colorado,"Larimer County, Colorado"
5467,80517,CO,Larimer County,Colorado,"Larimer County, Colorado"
5468,80521,CO,Larimer County,Colorado,"Larimer County, Colorado"
5469,80522,CO,Larimer County,Colorado,"Larimer County, Colorado"
5470,80523,CO,Larimer County,Colorado,"Larimer County, Colorado"
5471,80524,CO,Larimer County,Colorado,"Larimer County, Colorado"
5472,80525,CO,Larimer County,Colorado,"Larimer County, Colorado"
5473,80526,CO,Larimer County,Colorado,"Larimer County, Colorado"
5474,80527,CO,Larimer County,Colorado,"Larimer County, Colorado"
5475,80528,CO,Larimer County,Colorado,"Larimer County, Colorado"
5476,80532,CO,Larimer County,Colorado,"Larimer County, Colorado"
5477,80535,CO,Larimer County,Colorado,"Larimer County, Colorado"
5478,80536,CO,Larimer County,Colorado,"Larimer County, Colorado"
5479,80537,CO,Larimer County,Colorado,"Larimer County, Colorado"
5480,80538,CO,Larimer County,Colorado,"Larimer County, Colorado"
5481,80539,CO,Larimer County,Colorado,"Larimer County, Colorado"
5482,80541,CO,Larimer County,Colorado,"Larimer County, Colorado"
5483,80545,CO,Larimer County,Colorado,"Larimer County, Colorado"
5484,80547,CO,Larimer County,Colorado,"Larimer County, Colorado"
5485,80549,CO,Larimer County,Colorado,"Larimer County, Colorado"
5486,80553,CO,Larimer County,Colorado,"Larimer County, Colorado"
5487,81020,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5488,81024,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5489,81027,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5490,81046,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5491,81049,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5492,81059,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5493,81081,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5494,81082,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5495,81091,CO,Las Animas County,Colorado,"Las Animas County, Colorado"
5496,80804,CO,Lincoln County,Colorado,"Lincoln County, Colorado"
5497,80818,CO,Lincoln County,Colorado,"Lincoln County, Colorado"
5498,80821,CO,Lincoln County,Colorado,"Lincoln County, Colorado"
5499,80823,CO,Lincoln County,Colorado,"Lincoln County, Colorado"
5500,80826,CO,Lincoln County,Colorado,"Lincoln County, Colorado"
5501,80828,CO,Lincoln County,Colorado,"Lincoln County, Colorado"
5502,80722,CO,Logan County,Colorado,"Logan County, Colorado"
5503,80726,CO,Logan County,Colorado,"Logan County, Colorado"
5504,80728,CO,Logan County,Colorado,"Logan County, Colorado"
5505,80736,CO,Logan County,Colorado,"Logan County, Colorado"
5506,80741,CO,Logan County,Colorado,"Logan County, Colorado"
5507,80745,CO,Logan County,Colorado,"Logan County, Colorado"
5508,80747,CO,Logan County,Colorado,"Logan County, Colorado"
5509,80751,CO,Logan County,Colorado,"Logan County, Colorado"
5510,81501,CO,Mesa County,Colorado,"Mesa County, Colorado"
5511,81502,CO,Mesa County,Colorado,"Mesa County, Colorado"
5512,81503,CO,Mesa County,Colorado,"Mesa County, Colorado"
5513,81504,CO,Mesa County,Colorado,"Mesa County, Colorado"
5514,81505,CO,Mesa County,Colorado,"Mesa County, Colorado"
5515,81506,CO,Mesa County,Colorado,"Mesa County, Colorado"
5516,81507,CO,Mesa County,Colorado,"Mesa County, Colorado"
5517,81520,CO,Mesa County,Colorado,"Mesa County, Colorado"
5518,81521,CO,Mesa County,Colorado,"Mesa County, Colorado"
5519,81522,CO,Mesa County,Colorado,"Mesa County, Colorado"
5520,81523,CO,Mesa County,Colorado,"Mesa County, Colorado"
5521,81524,CO,Mesa County,Colorado,"Mesa County, Colorado"
5522,81525,CO,Mesa County,Colorado,"Mesa County, Colorado"
5523,81526,CO,Mesa County,Colorado,"Mesa County, Colorado"
5524,81527,CO,Mesa County,Colorado,"Mesa County, Colorado"
5525,81624,CO,Mesa County,Colorado,"Mesa County, Colorado"
5526,81630,CO,Mesa County,Colorado,"Mesa County, Colorado"
5527,81643,CO,Mesa County,Colorado,"Mesa County, Colorado"
5528,81646,CO,Mesa County,Colorado,"Mesa County, Colorado"
5529,81130,CO,Mineral County,Colorado,"Mineral County, Colorado"
5530,81610,CO,Moffat County,Colorado,"Moffat County, Colorado"
5531,81625,CO,Moffat County,Colorado,"Moffat County, Colorado"
5532,81626,CO,Moffat County,Colorado,"Moffat County, Colorado"
5533,81633,CO,Moffat County,Colorado,"Moffat County, Colorado"
5534,81638,CO,Moffat County,Colorado,"Moffat County, Colorado"
5535,81640,CO,Moffat County,Colorado,"Moffat County, Colorado"
5536,81653,CO,Moffat County,Colorado,"Moffat County, Colorado"
5537,81321,CO,Montezuma County,Colorado,"Montezuma County, Colorado"
5538,81323,CO,Montezuma County,Colorado,"Montezuma County, Colorado"
5539,81327,CO,Montezuma County,Colorado,"Montezuma County, Colorado"
